id,CustomerType,Class,satisfaction
77494,disloyal Customer,Eco,neutral or dissatisfied
100261,Loyal Customer,Business,satisfied
112790,Loyal Customer,Business,satisfied
7348,Loyal Customer,Business,satisfied
129632,Loyal Customer,Business,satisfied
24091,Loyal Customer,Business,satisfied
7475,Loyal Customer,Business,satisfied
12026,Loyal Customer,Eco,satisfied
36410,disloyal Customer,Eco,neutral or dissatisfied
77677,disloyal Customer,Business,neutral or dissatisfied
28414,Loyal Customer,Business,neutral or dissatisfied
21840,Loyal Customer,Business,satisfied
46728,Loyal Customer,Eco,neutral or dissatisfied
34516,Loyal Customer,Eco,neutral or dissatisfied
54901,Loyal Customer,Eco,neutral or dissatisfied
69194,Loyal Customer,Business,satisfied
104096,disloyal Customer,Business,neutral or dissatisfied
115217,Loyal Customer,Business,satisfied
74656,Loyal Customer,Eco,neutral or dissatisfied
80877,Loyal Customer,Eco,neutral or dissatisfied
55426,Loyal Customer,Business,satisfied
90641,disloyal Customer,Business,satisfied
27420,Loyal Customer,Business,satisfied
80458,Loyal Customer,Business,satisfied
19415,Loyal Customer,Business,satisfied
99068,disloyal Customer,Business,neutral or dissatisfied
115684,Loyal Customer,Business,satisfied
23577,Loyal Customer,Business,satisfied
76117,Loyal Customer,Business,satisfied
78426,Loyal Customer,Business,satisfied
25531,Loyal Customer,Eco,neutral or dissatisfied
7880,disloyal Customer,Eco,neutral or dissatisfied
72204,Loyal Customer,Business,satisfied
7159,Loyal Customer,Business,satisfied
6894,Loyal Customer,Business,satisfied
88038,Loyal Customer,Business,satisfied
69358,Loyal Customer,Business,satisfied
54566,Loyal Customer,Eco Plus,satisfied
70236,disloyal Customer,Eco,satisfied
96609,Loyal Customer,Business,satisfied
84781,Loyal Customer,Business,satisfied
124711,Loyal Customer,Eco,neutral or dissatisfied
95491,disloyal Customer,Business,neutral or dissatisfied
6978,Loyal Customer,Business,satisfied
84183,Loyal Customer,Business,satisfied
114835,Loyal Customer,Business,satisfied
72620,Loyal Customer,Eco,neutral or dissatisfied
115292,disloyal Customer,Eco,neutral or dissatisfied
79516,Loyal Customer,Business,satisfied
29681,Loyal Customer,Eco Plus,satisfied
109154,Loyal Customer,Business,satisfied
92791,disloyal Customer,Eco,neutral or dissatisfied
24309,Loyal Customer,Eco Plus,satisfied
58253,Loyal Customer,Eco,satisfied
97307,Loyal Customer,Business,satisfied
95908,Loyal Customer,Business,satisfied
17612,Loyal Customer,Business,satisfied
91370,Loyal Customer,Eco Plus,neutral or dissatisfied
54336,Loyal Customer,Eco,neutral or dissatisfied
22676,disloyal Customer,Eco,neutral or dissatisfied
35769,Loyal Customer,Business,satisfied
92016,Loyal Customer,Business,satisfied
80566,Loyal Customer,Business,satisfied
110750,Loyal Customer,Business,satisfied
115021,Loyal Customer,Business,satisfied
1409,Loyal Customer,Eco Plus,neutral or dissatisfied
66794,Loyal Customer,Eco,neutral or dissatisfied
108887,Loyal Customer,Business,satisfied
108467,Loyal Customer,Eco,neutral or dissatisfied
58312,Loyal Customer,Business,satisfied
63935,Loyal Customer,Eco,neutral or dissatisfied
117358,Loyal Customer,Business,satisfied
75175,Loyal Customer,Business,satisfied
63804,Loyal Customer,Business,satisfied
68404,Loyal Customer,Business,satisfied
90963,Loyal Customer,Business,satisfied
25942,Loyal Customer,Eco Plus,satisfied
105848,Loyal Customer,Business,satisfied
129736,Loyal Customer,Business,satisfied
45258,Loyal Customer,Eco,neutral or dissatisfied
92408,Loyal Customer,Business,satisfied
88010,Loyal Customer,Business,satisfied
17127,Loyal Customer,Business,satisfied
107658,Loyal Customer,Business,satisfied
89860,Loyal Customer,Business,satisfied
75227,Loyal Customer,Eco,satisfied
102226,Loyal Customer,Business,satisfied
33873,Loyal Customer,Business,satisfied
3119,Loyal Customer,Eco,satisfied
114863,Loyal Customer,Business,satisfied
112707,disloyal Customer,Eco,neutral or dissatisfied
122749,Loyal Customer,Eco,satisfied
116954,Loyal Customer,Business,satisfied
9555,Loyal Customer,Business,satisfied
122355,Loyal Customer,Business,satisfied
50957,Loyal Customer,Eco,neutral or dissatisfied
78653,Loyal Customer,Eco,satisfied
110753,Loyal Customer,Business,satisfied
80093,Loyal Customer,Business,satisfied
40265,Loyal Customer,Eco,satisfied
74177,Loyal Customer,Eco,neutral or dissatisfied
54340,Loyal Customer,Eco,neutral or dissatisfied
25318,Loyal Customer,Eco,neutral or dissatisfied
73463,Loyal Customer,Eco,satisfied
58918,Loyal Customer,Eco,neutral or dissatisfied
2239,Loyal Customer,Business,satisfied
69055,disloyal Customer,Business,neutral or dissatisfied
106107,Loyal Customer,Business,satisfied
84411,Loyal Customer,Eco,neutral or dissatisfied
51780,Loyal Customer,Eco,neutral or dissatisfied
22758,Loyal Customer,Business,satisfied
58616,Loyal Customer,Business,satisfied
70180,Loyal Customer,Business,satisfied
75318,Loyal Customer,Business,satisfied
47826,disloyal Customer,Eco,neutral or dissatisfied
93864,Loyal Customer,Business,satisfied
80343,Loyal Customer,Eco,neutral or dissatisfied
78711,Loyal Customer,Business,satisfied
30943,disloyal Customer,Eco,neutral or dissatisfied
46107,disloyal Customer,Eco,satisfied
123896,Loyal Customer,Eco,neutral or dissatisfied
105475,Loyal Customer,Business,satisfied
38328,Loyal Customer,Business,satisfied
84332,Loyal Customer,Business,satisfied
93270,disloyal Customer,Business,satisfied
125236,Loyal Customer,Business,satisfied
101314,disloyal Customer,Business,neutral or dissatisfied
121287,Loyal Customer,Business,satisfied
15510,Loyal Customer,Eco,neutral or dissatisfied
1225,Loyal Customer,Eco,neutral or dissatisfied
35147,disloyal Customer,Eco,neutral or dissatisfied
14724,disloyal Customer,Eco Plus,neutral or dissatisfied
25065,Loyal Customer,Eco,neutral or dissatisfied
29957,disloyal Customer,Business,neutral or dissatisfied
35220,Loyal Customer,Eco,satisfied
34410,Loyal Customer,Eco,neutral or dissatisfied
70762,Loyal Customer,Business,satisfied
63137,Loyal Customer,Business,satisfied
17566,disloyal Customer,Eco,neutral or dissatisfied
882,Loyal Customer,Business,satisfied
69770,Loyal Customer,Business,satisfied
33692,disloyal Customer,Eco,neutral or dissatisfied
129027,Loyal Customer,Business,satisfied
28630,Loyal Customer,Eco,satisfied
13720,Loyal Customer,Eco,satisfied
29830,disloyal Customer,Eco,neutral or dissatisfied
69748,Loyal Customer,Business,satisfied
18034,Loyal Customer,Eco,satisfied
60752,Loyal Customer,Business,satisfied
69724,Loyal Customer,Eco,neutral or dissatisfied
115696,Loyal Customer,Business,satisfied
102649,Loyal Customer,Business,satisfied
104471,Loyal Customer,Business,satisfied
89186,Loyal Customer,Eco,neutral or dissatisfied
19356,disloyal Customer,Eco,neutral or dissatisfied
69175,disloyal Customer,Eco,neutral or dissatisfied
91418,Loyal Customer,Business,satisfied
65683,Loyal Customer,Eco,neutral or dissatisfied
27030,Loyal Customer,Eco Plus,satisfied
49505,Loyal Customer,Business,satisfied
69198,Loyal Customer,Business,satisfied
77969,Loyal Customer,Business,satisfied
7158,Loyal Customer,Business,satisfied
60378,Loyal Customer,Business,satisfied
17464,Loyal Customer,Business,satisfied
23954,Loyal Customer,Business,satisfied
39497,Loyal Customer,Eco,neutral or dissatisfied
70931,Loyal Customer,Business,satisfied
47454,Loyal Customer,Eco,neutral or dissatisfied
103465,Loyal Customer,Eco,neutral or dissatisfied
117896,Loyal Customer,Business,satisfied
72003,Loyal Customer,Business,satisfied
44373,Loyal Customer,Eco Plus,satisfied
27026,Loyal Customer,Eco,neutral or dissatisfied
101258,Loyal Customer,Business,satisfied
104303,Loyal Customer,Business,satisfied
89566,Loyal Customer,Business,satisfied
23440,Loyal Customer,Business,satisfied
91927,Loyal Customer,Business,satisfied
58614,disloyal Customer,Business,satisfied
20047,disloyal Customer,Eco,neutral or dissatisfied
98990,Loyal Customer,Eco,neutral or dissatisfied
44738,Loyal Customer,Eco Plus,satisfied
69556,Loyal Customer,Business,satisfied
25092,Loyal Customer,Eco,satisfied
47297,Loyal Customer,Eco,satisfied
10937,Loyal Customer,Business,satisfied
91188,Loyal Customer,Eco,neutral or dissatisfied
40542,Loyal Customer,Business,satisfied
128079,Loyal Customer,Business,satisfied
11644,Loyal Customer,Business,satisfied
53251,Loyal Customer,Eco Plus,neutral or dissatisfied
93186,Loyal Customer,Business,satisfied
30223,Loyal Customer,Eco,neutral or dissatisfied
107039,Loyal Customer,Business,satisfied
45611,Loyal Customer,Business,satisfied
102793,Loyal Customer,Eco,neutral or dissatisfied
17457,Loyal Customer,Eco Plus,neutral or dissatisfied
79235,Loyal Customer,Eco,neutral or dissatisfied
6814,Loyal Customer,Eco,satisfied
30086,Loyal Customer,Eco,satisfied
117665,Loyal Customer,Business,satisfied
61168,Loyal Customer,Business,satisfied
119771,Loyal Customer,Business,satisfied
94325,Loyal Customer,Business,satisfied
118482,Loyal Customer,Business,satisfied
21715,Loyal Customer,Eco,satisfied
8077,Loyal Customer,Business,satisfied
114709,Loyal Customer,Business,satisfied
25399,Loyal Customer,Business,satisfied
46030,Loyal Customer,Eco,satisfied
25662,Loyal Customer,Eco,satisfied
113791,Loyal Customer,Business,satisfied
69690,Loyal Customer,Business,satisfied
41035,disloyal Customer,Eco,neutral or dissatisfied
105081,Loyal Customer,Business,satisfied
44080,Loyal Customer,Eco Plus,satisfied
18017,Loyal Customer,Eco,neutral or dissatisfied
25131,Loyal Customer,Business,satisfied
96336,Loyal Customer,Business,satisfied
56762,disloyal Customer,Business,neutral or dissatisfied
59467,Loyal Customer,Business,satisfied
99873,disloyal Customer,Business,satisfied
42092,Loyal Customer,Eco,satisfied
5781,Loyal Customer,Business,satisfied
49369,Loyal Customer,Business,satisfied
86384,Loyal Customer,Business,satisfied
66722,Loyal Customer,Eco,neutral or dissatisfied
91438,disloyal Customer,Eco,neutral or dissatisfied
105564,Loyal Customer,Business,satisfied
42171,Loyal Customer,Eco,satisfied
48065,Loyal Customer,Business,satisfied
89390,disloyal Customer,Business,neutral or dissatisfied
10482,Loyal Customer,Business,satisfied
7104,Loyal Customer,Eco,satisfied
48150,Loyal Customer,Eco,neutral or dissatisfied
55811,Loyal Customer,Business,satisfied
15461,Loyal Customer,Eco,satisfied
4974,Loyal Customer,Business,satisfied
29125,Loyal Customer,Eco,neutral or dissatisfied
81758,Loyal Customer,Business,satisfied
44270,Loyal Customer,Eco,neutral or dissatisfied
62634,Loyal Customer,Eco,neutral or dissatisfied
66305,Loyal Customer,Business,satisfied
602,Loyal Customer,Business,satisfied
118575,Loyal Customer,Business,satisfied
82652,Loyal Customer,Business,satisfied
62512,Loyal Customer,Business,satisfied
68075,disloyal Customer,Eco,neutral or dissatisfied
112407,Loyal Customer,Business,satisfied
101725,Loyal Customer,Business,neutral or dissatisfied
106874,disloyal Customer,Business,neutral or dissatisfied
124823,Loyal Customer,Business,satisfied
114911,Loyal Customer,Business,satisfied
94981,Loyal Customer,Eco,satisfied
102555,Loyal Customer,Eco,neutral or dissatisfied
55256,Loyal Customer,Eco,neutral or dissatisfied
33332,Loyal Customer,Business,satisfied
29346,Loyal Customer,Eco Plus,neutral or dissatisfied
57819,Loyal Customer,Business,satisfied
105177,Loyal Customer,Eco,neutral or dissatisfied
32240,Loyal Customer,Business,satisfied
29920,Loyal Customer,Eco,satisfied
122263,Loyal Customer,Eco,satisfied
55302,disloyal Customer,Business,satisfied
32398,disloyal Customer,Eco,neutral or dissatisfied
50626,Loyal Customer,Eco,neutral or dissatisfied
119457,Loyal Customer,Business,neutral or dissatisfied
128256,disloyal Customer,Business,neutral or dissatisfied
13092,disloyal Customer,Eco,neutral or dissatisfied
79928,Loyal Customer,Business,satisfied
128234,Loyal Customer,Eco,neutral or dissatisfied
5910,disloyal Customer,Eco,neutral or dissatisfied
56104,disloyal Customer,Eco,neutral or dissatisfied
18834,Loyal Customer,Business,satisfied
89626,Loyal Customer,Business,satisfied
82578,Loyal Customer,Business,satisfied
59201,disloyal Customer,Eco,neutral or dissatisfied
85763,Loyal Customer,Business,satisfied
48657,Loyal Customer,Business,satisfied
66819,Loyal Customer,Business,satisfied
126983,Loyal Customer,Business,satisfied
76983,Loyal Customer,Business,satisfied
51499,Loyal Customer,Business,neutral or dissatisfied
75830,Loyal Customer,Business,satisfied
91127,Loyal Customer,Eco,neutral or dissatisfied
34387,disloyal Customer,Eco,neutral or dissatisfied
77325,disloyal Customer,Business,neutral or dissatisfied
6962,disloyal Customer,Business,neutral or dissatisfied
98409,Loyal Customer,Eco,neutral or dissatisfied
101976,Loyal Customer,Eco,neutral or dissatisfied
12099,disloyal Customer,Eco,satisfied
63445,Loyal Customer,Eco,neutral or dissatisfied
7936,Loyal Customer,Business,satisfied
123755,Loyal Customer,Business,satisfied
25641,Loyal Customer,Eco,neutral or dissatisfied
72329,Loyal Customer,Business,satisfied
77841,Loyal Customer,Business,satisfied
61436,Loyal Customer,Business,satisfied
62932,Loyal Customer,Business,satisfied
27245,Loyal Customer,Eco Plus,satisfied
2354,Loyal Customer,Business,satisfied
70541,Loyal Customer,Business,satisfied
22449,Loyal Customer,Eco,neutral or dissatisfied
102722,Loyal Customer,Eco,satisfied
113978,Loyal Customer,Business,satisfied
13088,Loyal Customer,Business,satisfied
114841,Loyal Customer,Business,satisfied
107010,Loyal Customer,Business,satisfied
58891,Loyal Customer,Business,satisfied
31490,Loyal Customer,Business,satisfied
77556,Loyal Customer,Eco,satisfied
117093,Loyal Customer,Business,satisfied
72874,Loyal Customer,Business,satisfied
57843,Loyal Customer,Eco,neutral or dissatisfied
91779,Loyal Customer,Eco,neutral or dissatisfied
79756,Loyal Customer,Business,satisfied
96755,Loyal Customer,Business,satisfied
2833,Loyal Customer,Business,satisfied
5335,Loyal Customer,Business,satisfied
65590,Loyal Customer,Business,satisfied
123479,Loyal Customer,Business,satisfied
40552,Loyal Customer,Business,satisfied
99524,Loyal Customer,Business,satisfied
111501,disloyal Customer,Business,neutral or dissatisfied
25276,Loyal Customer,Eco,neutral or dissatisfied
57784,Loyal Customer,Eco,neutral or dissatisfied
42692,Loyal Customer,Eco,satisfied
78196,Loyal Customer,Business,satisfied
2140,Loyal Customer,Eco,satisfied
105595,Loyal Customer,Business,satisfied
72847,Loyal Customer,Eco Plus,satisfied
57972,Loyal Customer,Business,satisfied
62595,Loyal Customer,Eco,satisfied
84728,Loyal Customer,Business,satisfied
64988,Loyal Customer,Business,satisfied
23140,disloyal Customer,Eco,neutral or dissatisfied
103749,Loyal Customer,Business,satisfied
94452,Loyal Customer,Business,satisfied
73407,disloyal Customer,Eco,neutral or dissatisfied
107214,disloyal Customer,Eco Plus,neutral or dissatisfied
43125,Loyal Customer,Eco Plus,satisfied
87064,Loyal Customer,Business,satisfied
118917,Loyal Customer,Eco,neutral or dissatisfied
109503,Loyal Customer,Business,satisfied
113074,Loyal Customer,Business,satisfied
26725,Loyal Customer,Eco Plus,satisfied
64962,Loyal Customer,Business,satisfied
33271,Loyal Customer,Eco Plus,neutral or dissatisfied
80923,Loyal Customer,Business,satisfied
17930,Loyal Customer,Eco Plus,satisfied
42933,Loyal Customer,Business,satisfied
67341,Loyal Customer,Eco,satisfied
61180,Loyal Customer,Business,satisfied
84330,Loyal Customer,Business,satisfied
23836,Loyal Customer,Business,satisfied
128098,Loyal Customer,Eco,neutral or dissatisfied
48267,disloyal Customer,Eco,satisfied
21488,disloyal Customer,Eco,neutral or dissatisfied
59585,Loyal Customer,Eco,neutral or dissatisfied
85392,disloyal Customer,Business,neutral or dissatisfied
86749,Loyal Customer,Business,satisfied
104988,Loyal Customer,Eco,satisfied
90522,Loyal Customer,Business,satisfied
105812,Loyal Customer,Eco,neutral or dissatisfied
104739,Loyal Customer,Business,satisfied
123570,Loyal Customer,Business,satisfied
66765,Loyal Customer,Business,satisfied
47487,Loyal Customer,Eco,neutral or dissatisfied
78471,Loyal Customer,Business,satisfied
1779,Loyal Customer,Business,satisfied
61273,Loyal Customer,Eco,neutral or dissatisfied
27335,Loyal Customer,Eco,satisfied
118020,Loyal Customer,Eco Plus,neutral or dissatisfied
116320,Loyal Customer,Eco,neutral or dissatisfied
38440,Loyal Customer,Business,satisfied
81624,Loyal Customer,Business,satisfied
44693,Loyal Customer,Business,satisfied
12283,Loyal Customer,Business,satisfied
11087,Loyal Customer,Eco,neutral or dissatisfied
5912,Loyal Customer,Eco,neutral or dissatisfied
114314,Loyal Customer,Eco,neutral or dissatisfied
117478,Loyal Customer,Business,satisfied
72123,Loyal Customer,Business,satisfied
54652,disloyal Customer,Eco,neutral or dissatisfied
17339,Loyal Customer,Eco,satisfied
81072,Loyal Customer,Business,satisfied
120509,Loyal Customer,Eco Plus,satisfied
12504,Loyal Customer,Eco Plus,neutral or dissatisfied
24934,Loyal Customer,Eco,satisfied
